source,target,Fisher_Z,avg_r
Rectus_L,Paracentral_Lobule_R,0.085,0.0848
Olfactory_L,Occipital_Sup_L,0.0849,0.0847
Temporal_Inf_R,Cerebelum_6_L,0.0848,0.0846
Frontal_Mid_Orb_R,Cerebelum_6_L,0.0848,0.0846
Frontal_Mid_L,Olfactory_L,0.0848,0.0846
Frontal_Mid_Orb_L,SupraMarginal_R,0.0846,0.0844
Olfactory_L,Cuneus_L,0.0846,0.0844
Frontal_Mid_Orb_L,Cingulum_Mid_R,0.0845,0.0843
Cingulum_Mid_R,Cerebelum_3_R,0.0845,0.0843
Frontal_Sup_Orb_R,Hippocampus_L,0.0845,0.0843
Occipital_Mid_R,Thalamus_L,0.0845,0.0843
Frontal_Mid_Orb_L,Hippocampus_L,0.0844,0.0842
Postcentral_R,Temporal_Inf_R,0.0844,0.0842
Rectus_R,Temporal_Mid_L,0.0843,0.0841
Rectus_R,Cuneus_L,0.0841,0.0839
Cingulum_Ant_R,Amygdala_L,0.0841,0.0839
Occipital_Inf_L,Cerebelum_3_L,0.0841,0.0839
Frontal_Med_Orb_R,Parietal_Inf_L,0.0841,0.0839
Occipital_Sup_R,Occipital_Inf_L,0.0839,0.0837
Frontal_Mid_Orb_L,Frontal_Sup_Medial_R,0.0837,0.0835
Frontal_Inf_Oper_L,Rectus_R,0.0837,0.0835
Frontal_Mid_Orb_R,Amygdala_L,0.0837,0.0835
Supp_Motor_Area_R,Temporal_Pole_Sup_R,0.0835,0.0833
Occipital_Mid_R,Cerebelum_6_R,0.0834,0.0832
Frontal_Sup_Orb_L,Fusiform_L,0.0832,0.083
Frontal_Sup_Orb_R,Occipital_Inf_L,0.0832,0.0831
Occipital_Mid_R,Vermis_1_2,0.0831,0.0829
Frontal_Mid_Orb_L,Temporal_Sup_R,0.083,0.0828
Rectus_L,Temporal_Mid_R,0.0829,0.0827
Frontal_Inf_Orb_R,Cerebelum_6_L,0.0827,0.0825
Frontal_Inf_Oper_L,Temporal_Inf_L,0.0827,0.0825
Heschl_R,Cerebelum_6_L,0.0826,0.0824
Temporal_Mid_L,Vermis_1_2,0.0825,0.0823
Lingual_L,Occipital_Inf_R,0.0824,0.0822
Frontal_Inf_Oper_R,Olfactory_R,0.0824,0.0822
Rectus_L,Angular_R,0.0823,0.0821
Amygdala_R,Cerebelum_3_L,0.0823,0.0821
Hippocampus_R,Temporal_Pole_Sup_R,0.0822,0.082
Frontal_Inf_Orb_L,Olfactory_R,0.0819,0.0817
Frontal_Mid_L,Olfactory_R,0.0819,0.0817
Frontal_Mid_Orb_L,Paracentral_Lobule_L,0.0818,0.0816
Temporal_Mid_L,Temporal_Inf_R,0.0817,0.0815
Cingulum_Mid_R,Temporal_Pole_Sup_R,0.0817,0.0815
Frontal_Mid_L,Temporal_Inf_L,0.0817,0.0816
Hippocampus_R,Vermis_1_2,0.0817,0.0815
Occipital_Sup_R,Cerebelum_6_R,0.0817,0.0815
Cingulum_Post_L,Occipital_Inf_L,0.0817,0.0815
Postcentral_R,Cerebelum_3_R,0.0817,0.0815
Frontal_Sup_L,Temporal_Pole_Sup_R,0.0816,0.0814
Rectus_R,Cingulum_Ant_R,0.0816,0.0814
Frontal_Mid_Orb_L,Parietal_Inf_L,0.0816,0.0815
Occipital_Mid_L,Vermis_1_2,0.0813,0.0811
Cerebelum_Crus1_L,Cerebelum_6_L,0.0813,0.0811
Amygdala_L,Cerebelum_3_L,0.0813,0.0811
Olfactory_R,Cingulum_Post_R,0.0812,0.081
Olfactory_L,Thalamus_R,0.0812,0.081
Frontal_Mid_Orb_R,Temporal_Mid_L,0.081,0.0808
Frontal_Med_Orb_R,Thalamus_L,0.081,0.0808
Parietal_Inf_R,Temporal_Inf_L,0.0809,0.0807
Rectus_R,Heschl_R,0.0809,0.0808
Frontal_Inf_Oper_R,Cerebelum_6_L,0.0809,0.0807
Occipital_Mid_R,Heschl_L,0.0808,0.0806
Frontal_Sup_L,Frontal_Mid_Orb_L,0.0808,0.0806
Precentral_L,Frontal_Mid_Orb_R,0.0807,0.0805
Frontal_Sup_Orb_R,Precuneus_R,0.0807,0.0805
Rectus_L,Cuneus_R,0.0807,0.0805
Frontal_Med_Orb_R,Occipital_Inf_R,0.0807,0.0805
Precentral_L,Frontal_Mid_Orb_L,0.0806,0.0804
ParaHippocampal_L,Occipital_Inf_L,0.0805,0.0804
Frontal_Sup_L,Vermis_1_2,0.0803,0.0801
Occipital_Inf_R,Temporal_Mid_R,0.0803,0.0801
Precentral_L,Rectus_L,0.0801,0.0799
Rectus_L,Cingulum_Post_R,0.0801,0.0799
Frontal_Mid_Orb_R,Temporal_Sup_R,0.08,0.0798
Frontal_Sup_Orb_R,Fusiform_L,0.08,0.0798
Amygdala_R,Caudate_R,0.08,0.0799
Olfactory_R,Paracentral_Lobule_L,0.08,0.0799
Cingulum_Post_R,Cerebelum_6_L,0.0797,0.0795
Insula_L,Occipital_Inf_R,0.0797,0.0795
Calcarine_L,Occipital_Inf_R,0.0797,0.0796
Rectus_R,Calcarine_R,0.0796,0.0794
Olfactory_R,Occipital_Sup_R,0.0796,0.0794
Amygdala_R,Pallidum_L,0.0795,0.0793
Angular_L,Cerebelum_6_L,0.0795,0.0793
Olfactory_R,Frontal_Med_Orb_L,0.0795,0.0794
Olfactory_L,Amygdala_R,0.0795,0.0793
Frontal_Sup_Orb_L,Cerebelum_3_L,0.0794,0.0793
Olfactory_L,Temporal_Mid_L,0.0794,0.0792
Olfactory_L,Vermis_6,0.0793,0.0791
Frontal_Sup_Orb_L,Temporal_Mid_R,0.0793,0.0792
Rolandic_Oper_R,Amygdala_R,0.0792,0.0791
Frontal_Sup_Orb_L,Amygdala_R,0.0792,0.0791
Supp_Motor_Area_R,Olfactory_R,0.0791,0.079
Olfactory_L,Temporal_Inf_R,0.0791,0.0789
Frontal_Inf_Tri_R,Olfactory_L,0.0791,0.0789
Olfactory_R,Cingulum_Mid_R,0.079,0.0789
Rectus_L,Parietal_Inf_R,0.079,0.0788
Frontal_Inf_Oper_R,Temporal_Inf_R,0.0787,0.0785
Olfactory_R,SupraMarginal_L,0.0787,0.0785
Frontal_Mid_Orb_L,Temporal_Mid_L,0.0787,0.0785
Occipital_Inf_L,Angular_R,0.0785,0.0783
Occipital_Inf_L,Parietal_Inf_L,0.0783,0.0782
Occipital_Inf_L,Postcentral_L,0.0783,0.0781
Frontal_Inf_Orb_R,Temporal_Inf_R,0.0781,0.0779
Amygdala_R,Cuneus_L,0.0781,0.078
Frontal_Mid_Orb_R,Occipital_Mid_L,0.0781,0.0779
Occipital_Inf_R,Putamen_L,0.0781,0.0779
Cingulum_Post_R,Occipital_Inf_L,0.078,0.0778
Cerebelum_3_L,Vermis_6,0.078,0.0778
Frontal_Mid_Orb_R,Paracentral_Lobule_L,0.078,0.0778
Frontal_Mid_Orb_L,Cerebelum_3_L,0.078,0.0778
Frontal_Inf_Orb_L,Vermis_1_2,0.078,0.0779
Rectus_L,Occipital_Mid_L,0.0778,0.0777
Rectus_L,Occipital_Mid_R,0.0777,0.0775
Frontal_Med_Orb_R,Paracentral_Lobule_R,0.0777,0.0775
Olfactory_L,Cingulum_Post_R,0.0777,0.0776
Olfactory_L,Thalamus_L,0.0776,0.0774
Temporal_Inf_R,Cerebelum_6_R,0.0775,0.0773
Hippocampus_L,Occipital_Mid_R,0.0775,0.0773
Amygdala_L,Cerebelum_6_R,0.0775,0.0774
SupraMarginal_L,Cerebelum_3_R,0.0775,0.0773
Parietal_Inf_R,Temporal_Inf_R,0.0774,0.0772
Rectus_L,Cingulum_Post_L,0.0774,0.0772
Frontal_Med_Orb_R,Temporal_Pole_Mid_R,0.0773,0.0772
Amygdala_R,Occipital_Sup_L,0.0773,0.0772
Frontal_Med_Orb_R,Paracentral_Lobule_L,0.0773,0.0772
Frontal_Sup_Medial_R,Vermis_1_2,0.0772,0.0771
Frontal_Mid_Orb_L,Supp_Motor_Area_R,0.0772,0.077
Pallidum_R,Cerebelum_3_R,0.0772,0.077
Rectus_R,Pallidum_R,0.077,0.0768
Supp_Motor_Area_R,Cerebelum_6_L,0.077,0.0769
Cingulum_Mid_L,Cerebelum_3_R,0.077,0.0769
Frontal_Sup_L,Frontal_Mid_Orb_R,0.077,0.0768
ParaHippocampal_L,Occipital_Mid_R,0.0769,0.0767
Cingulum_Ant_L,Vermis_1_2,0.0769,0.0768
Olfactory_L,Angular_R,0.0769,0.0767
Putamen_L,Cerebelum_6_R,0.0768,0.0766
Angular_R,Vermis_1_2,0.0767,0.0765
Frontal_Med_Orb_R,Vermis_1_2,0.0766,0.0764
Olfactory_R,Vermis_4_5,0.0765,0.0763
Postcentral_L,Cerebelum_3_R,0.0765,0.0764
Occipital_Inf_L,Temporal_Inf_R,0.0765,0.0763
Temporal_Pole_Sup_L,Temporal_Pole_Mid_L,0.0764,0.0762
Parietal_Sup_L,Temporal_Pole_Sup_L,0.0764,0.0763
Frontal_Inf_Orb_L,Parietal_Sup_R,0.0763,0.0761
Olfactory_R,Rectus_L,0.0762,0.076
Frontal_Mid_Orb_L,Hippocampus_R,0.0761,0.076
Calcarine_R,Occipital_Inf_R,0.076,0.0758
Frontal_Med_Orb_L,Thalamus_L,0.076,0.0759
Frontal_Mid_Orb_L,Frontal_Sup_Medial_L,0.0759,0.0758
Rolandic_Oper_R,Vermis_6,0.0758,0.0756
Temporal_Pole_Mid_R,Cerebelum_4_5_R,0.0757,0.0756
Frontal_Sup_L,Rectus_L,0.0756,0.0755
Frontal_Inf_Orb_L,Amygdala_R,0.0756,0.0754
Olfactory_L,Occipital_Inf_R,0.0756,0.0754
Frontal_Mid_Orb_R,Postcentral_L,0.0755,0.0754
Frontal_Mid_R,Rectus_L,0.0755,0.0754
Cuneus_R,Cerebelum_6_R,0.0754,0.0752
Occipital_Inf_R,Caudate_R,0.0754,0.0753
Cingulum_Post_L,Temporal_Pole_Sup_R,0.0754,0.0752
Occipital_Inf_L,Postcentral_R,0.0753,0.0752
Frontal_Mid_Orb_L,Cingulum_Post_L,0.0752,0.0751
Occipital_Inf_L,Thalamus_L,0.0751,0.0749
Frontal_Inf_Tri_R,Olfactory_R,0.075,0.0748
Frontal_Mid_Orb_R,Fusiform_L,0.075,0.0749
Occipital_Inf_L,Pallidum_R,0.0749,0.0747
Occipital_Mid_L,Cerebelum_6_R,0.0749,0.0747
Thalamus_R,Cerebelum_6_L,0.0748,0.0746
Amygdala_R,Putamen_L,0.0748,0.0746
Frontal_Mid_Orb_R,Cingulum_Post_L,0.0748,0.0747
Paracentral_Lobule_R,Temporal_Pole_Sup_R,0.0747,0.0745
Frontal_Inf_Orb_L,Parietal_Sup_L,0.0746,0.0744
Frontal_Inf_Orb_R,Parietal_Sup_R,0.0744,0.0743
Frontal_Med_Orb_L,Amygdala_L,0.0742,0.0741
Parietal_Sup_R,Temporal_Inf_L,0.0742,0.074
Temporal_Pole_Sup_L,Temporal_Pole_Mid_R,0.0742,0.074
Hippocampus_L,Cerebelum_6_L,0.0738,0.0737
Frontal_Med_Orb_R,Precuneus_L,0.0737,0.0736
Putamen_L,Vermis_1_2,0.0737,0.0735
Precentral_L,Olfactory_L,0.0737,0.0736
Occipital_Mid_R,Cerebelum_3_L,0.0735,0.0733
Frontal_Mid_L,Cerebelum_6_L,0.0735,0.0734
Frontal_Mid_Orb_R,Cerebelum_4_5_L,0.0734,0.0732
Olfactory_R,Lingual_R,0.0734,0.0733
ParaHippocampal_R,Amygdala_L,0.0734,0.0732
Cingulum_Mid_L,Occipital_Inf_L,0.0733,0.0732
Occipital_Sup_R,Occipital_Inf_R,0.0733,0.0732
Amygdala_R,Occipital_Mid_L,0.0732,0.0731
Olfactory_R,Cerebelum_4_5_R,0.073,0.0728
Rolandic_Oper_L,Cerebelum_6_R,0.0729,0.0728
Frontal_Inf_Orb_R,Cerebelum_6_R,0.0729,0.0728
Paracentral_Lobule_R,Temporal_Inf_R,0.0729,0.0727
Frontal_Sup_Orb_R,Cerebelum_3_L,0.0728,0.0727
Temporal_Sup_L,Temporal_Inf_R,0.0728,0.0727
Rectus_R,Cuneus_R,0.0728,0.0727
Frontal_Sup_Medial_L,Occipital_Inf_L,0.0727,0.0725
Frontal_Mid_Orb_R,Pallidum_R,0.0727,0.0726
Olfactory_R,Postcentral_L,0.0727,0.0726
Cingulum_Ant_R,Occipital_Inf_R,0.0726,0.0725
Amygdala_R,Temporal_Inf_R,0.0726,0.0724
Heschl_R,Temporal_Inf_R,0.0725,0.0724
Frontal_Sup_Orb_L,Occipital_Inf_L,0.0723,0.0722
Parietal_Inf_R,Temporal_Pole_Sup_R,0.0723,0.0722
Frontal_Mid_Orb_L,Cingulum_Post_R,0.0722,0.0721
ParaHippocampal_L,Vermis_6,0.0722,0.0721
ParaHippocampal_L,Cerebelum_6_R,0.0722,0.0721
Temporal_Inf_L,Vermis_1_2,0.0722,0.0721
Frontal_Inf_Orb_L,Temporal_Mid_R,0.0721,0.072
SupraMarginal_L,Temporal_Pole_Sup_R,0.072,0.0718
Cuneus_L,Vermis_1_2,0.0719,0.0718
Frontal_Sup_Orb_L,Occipital_Inf_R,0.0718,0.0716
Cingulum_Ant_L,Cerebelum_6_R,0.0718,0.0717
Rectus_L,Precuneus_L,0.0718,0.0717
Frontal_Mid_L,Frontal_Mid_Orb_R,0.0717,0.0716
Thalamus_L,Cerebelum_6_L,0.0715,0.0714
Amygdala_L,Cuneus_L,0.0715,0.0714
Temporal_Pole_Sup_L,Vermis_6,0.0713,0.0711
Frontal_Med_Orb_L,Occipital_Inf_R,0.0712,0.0711
SupraMarginal_L,Cerebelum_6_L,0.0712,0.0711
Rectus_L,Precuneus_R,0.0711,0.0709
Precuneus_L,Temporal_Inf_R,0.0711,0.071
ParaHippocampal_L,Temporal_Inf_R,0.071,0.0709
Frontal_Inf_Orb_R,Temporal_Mid_R,0.071,0.0709
Frontal_Sup_Orb_R,Occipital_Sup_R,0.071,0.0709
Frontal_Sup_Medial_L,Cerebelum_6_R,0.0708,0.0707
Rectus_L,Occipital_Sup_L,0.0706,0.0705
Olfactory_R,Cingulum_Mid_L,0.0706,0.0705
Rectus_L,Parietal_Inf_L,0.0706,0.0705
Cingulum_Ant_L,Amygdala_L,0.0703,0.0702
Frontal_Inf_Tri_L,Cerebelum_6_L,0.0703,0.0702
Frontal_Inf_Tri_R,Rectus_L,0.0703,0.0702
Olfactory_L,Precuneus_L,0.0703,0.0701
Thalamus_R,Temporal_Pole_Sup_R,0.07,0.0699
Frontal_Sup_Medial_R,Rectus_R,0.07,0.0699
Frontal_Sup_Orb_R,Vermis_3,0.07,0.0699
Parietal_Inf_L,Cerebelum_3_R,0.0699,0.0698
Temporal_Mid_L,Vermis_6,0.0696,0.0695
Olfactory_L,Vermis_1_2,0.0696,0.0695
Thalamus_L,Temporal_Pole_Sup_R,0.0695,0.0694
Frontal_Inf_Oper_R,Temporal_Inf_L,0.0695,0.0694
Pallidum_R,Temporal_Mid_R,0.0694,0.0693
Occipital_Inf_R,Temporal_Sup_L,0.0694,0.0693
Rectus_L,Vermis_1_2,0.0693,0.0692
Rectus_R,Lingual_R,0.0692,0.0691
Frontal_Med_Orb_L,Paracentral_Lobule_R,0.069,0.0689
Temporal_Inf_R,Vermis_6,0.069,0.0689
Frontal_Sup_Orb_R,Amygdala_R,0.069,0.0689
Temporal_Mid_R,Temporal_Inf_L,0.0689,0.0688
Olfactory_L,Parietal_Inf_R,0.0688,0.0687
Rectus_L,Fusiform_L,0.0688,0.0687
Frontal_Sup_R,Rectus_R,0.0687,0.0686
Frontal_Mid_Orb_R,Angular_L,0.0684,0.0683
Rectus_L,Thalamus_R,0.0684,0.0683
Frontal_Inf_Oper_L,Olfactory_L,0.0684,0.0683
Parietal_Sup_R,Cerebelum_3_R,0.0683,0.0682
Frontal_Mid_Orb_R,Cerebelum_3_R,0.0682,0.0681
Parietal_Sup_L,Cerebelum_3_R,0.0681,0.068
Pallidum_R,Temporal_Pole_Sup_R,0.0681,0.0679
Postcentral_R,Cerebelum_6_L,0.068,0.0679
Frontal_Med_Orb_R,Cerebelum_6_R,0.068,0.0679
Amygdala_R,Vermis_1_2,0.068,0.0679
Precentral_R,Cerebelum_6_L,0.0679,0.0678
Frontal_Med_Orb_L,Fusiform_R,0.0678,0.0676
Paracentral_Lobule_L,Temporal_Inf_R,0.0677,0.0676
Postcentral_L,Cerebelum_6_L,0.0676,0.0675
Cingulum_Mid_R,Cerebelum_6_L,0.0676,0.0675
Occipital_Inf_R,Vermis_4_5,0.0675,0.0674
Cingulum_Mid_L,Cerebelum_6_L,0.0674,0.0673
Insula_R,Vermis_1_2,0.0673,0.0672
Frontal_Med_Orb_L,Temporal_Mid_R,0.0672,0.0671
Frontal_Mid_Orb_L,Fusiform_L,0.0672,0.0671
Rectus_R,Fusiform_R,0.0671,0.067
Frontal_Inf_Orb_R,Occipital_Inf_L,0.0671,0.067
Olfactory_L,Occipital_Inf_L,0.0671,0.067
Temporal_Inf_L,Cerebelum_6_L,0.067,0.0669
Rectus_R,Lingual_L,0.067,0.0669
Supp_Motor_Area_R,Occipital_Inf_L,0.067,0.0669
Hippocampus_R,Occipital_Inf_L,0.0669,0.0668
Olfactory_R,Angular_L,0.0669,0.0668
Olfactory_R,SupraMarginal_R,0.0669,0.0668
Occipital_Inf_R,Cerebelum_4_5_R,0.0668,0.0667
Frontal_Med_Orb_L,Precuneus_R,0.0667,0.0666
Frontal_Inf_Orb_R,Olfactory_R,0.0667,0.0666
Frontal_Inf_Tri_R,Temporal_Inf_R,0.0667,0.0666
Supp_Motor_Area_R,Temporal_Inf_R,0.0666,0.0665
Rectus_R,Calcarine_L,0.0666,0.0666
Occipital_Inf_R,Temporal_Sup_R,0.0665,0.0664
Frontal_Mid_Orb_L,Occipital_Sup_R,0.0663,0.0662
Frontal_Mid_L,Temporal_Pole_Sup_R,0.0663,0.0662
Olfactory_L,Vermis_3,0.0663,0.0662
Amygdala_L,Temporal_Mid_L,0.0663,0.0662
Rectus_R,Thalamus_L,0.0663,0.0662
Angular_R,Temporal_Inf_L,0.0662,0.0661
Pallidum_L,Cerebelum_6_R,0.0662,0.0661
Rolandic_Oper_L,Occipital_Inf_R,0.0661,0.066
Precentral_L,Cerebelum_6_L,0.0659,0.0658
Rectus_R,Vermis_4_5,0.0659,0.0658
Frontal_Med_Orb_L,Cerebelum_3_L,0.0658,0.0657
Frontal_Mid_Orb_L,Cerebelum_6_L,0.0657,0.0656
Amygdala_R,Thalamus_L,0.0657,0.0656
Frontal_Mid_Orb_R,Hippocampus_R,0.0657,0.0656
Frontal_Sup_L,Cerebelum_6_R,0.0656,0.0655
Amygdala_L,Vermis_1_2,0.0656,0.0655
Angular_L,Temporal_Pole_Sup_R,0.0655,0.0654
Frontal_Sup_R,Amygdala_R,0.0654,0.0653
Amygdala_L,Temporal_Mid_R,0.0653,0.0652
Rectus_R,Temporal_Sup_R,0.0653,0.0652
Frontal_Mid_Orb_L,Angular_L,0.0653,0.0652
Frontal_Sup_R,Vermis_6,0.0651,0.0651
Cingulum_Ant_L,Occipital_Inf_R,0.065,0.0649
Amygdala_R,Occipital_Sup_R,0.0649,0.0648
Frontal_Mid_Orb_R,Occipital_Inf_R,0.0646,0.0646
Precuneus_R,Cerebelum_6_L,0.0645,0.0644
Rectus_R,SupraMarginal_L,0.0645,0.0644
Rectus_L,SupraMarginal_L,0.0645,0.0645
Frontal_Mid_Orb_R,Precuneus_L,0.0645,0.0644
Frontal_Sup_Medial_L,Vermis_1_2,0.0643,0.0642
Frontal_Inf_Oper_L,Olfactory_R,0.0642,0.0642
Olfactory_L,Cerebelum_6_R,0.0642,0.0642
Frontal_Sup_Orb_R,Occipital_Mid_R,0.0642,0.0641
Temporal_Pole_Mid_R,Cerebelum_6_R,0.0641,0.064
Olfactory_R,Temporal_Pole_Sup_R,0.0641,0.064
Rectus_R,Cingulum_Post_L,0.0641,0.064
Hippocampus_R,Amygdala_L,0.064,0.0639
Precentral_R,Temporal_Inf_R,0.064,0.0639
Frontal_Sup_L,Occipital_Inf_L,0.0639,0.0638
Frontal_Mid_Orb_R,Occipital_Mid_R,0.0638,0.0637
Precentral_R,Occipital_Inf_L,0.0637,0.0636
Olfactory_R,Precuneus_R,0.0636,0.0635
Frontal_Mid_L,Rectus_L,0.0636,0.0635
Frontal_Inf_Oper_R,Rectus_R,0.0635,0.0635
Amygdala_L,Pallidum_R,0.0633,0.0632
Olfactory_R,Temporal_Mid_R,0.0633,0.0632
Occipital_Inf_L,Temporal_Pole_Sup_R,0.0632,0.0631
Hippocampus_R,Cerebelum_6_R,0.0632,0.0631
Insula_R,Vermis_6,0.0632,0.0631
Rectus_L,Amygdala_L,0.063,0.0629
Rectus_R,Occipital_Mid_L,0.063,0.0629
Olfactory_R,Cingulum_Post_L,0.0628,0.0628
ParaHippocampal_R,Cerebelum_6_R,0.0628,0.0628
Frontal_Med_Orb_L,Precuneus_L,0.0628,0.0627
Frontal_Mid_Orb_L,Precuneus_L,0.0627,0.0626
Frontal_Med_Orb_R,Amygdala_R,0.0627,0.0626
Rolandic_Oper_R,Temporal_Pole_Mid_R,0.0627,0.0626
Caudate_R,Temporal_Inf_R,0.0626,0.0625
Frontal_Mid_Orb_L,Olfactory_L,0.0626,0.0625
Frontal_Inf_Oper_L,Rectus_L,0.0623,0.0622
Frontal_Sup_Orb_R,Olfactory_L,0.0623,0.0622
Cingulum_Mid_R,Occipital_Inf_L,0.0622,0.0622
Precuneus_L,Cerebelum_6_L,0.0622,0.0621
Amygdala_R,Heschl_L,0.0622,0.0621
Frontal_Sup_Orb_L,Cerebelum_3_R,0.0622,0.0622
Frontal_Sup_Orb_R,ParaHippocampal_L,0.0621,0.062
Frontal_Inf_Tri_L,Temporal_Inf_L,0.062,0.0619
Rectus_R,Cingulum_Post_R,0.062,0.0619
Hippocampus_L,Cerebelum_6_R,0.0619,0.0618
Olfactory_L,Precuneus_R,0.0619,0.0618
Precuneus_R,Temporal_Pole_Sup_R,0.0617,0.0616
Pallidum_L,Vermis_1_2,0.0617,0.0617
Fusiform_R,Temporal_Pole_Mid_R,0.0616,0.0616
Putamen_R,Cerebelum_6_R,0.0614,0.0613
Amygdala_L,Occipital_Mid_L,0.0614,0.0613
Supp_Motor_Area_L,Temporal_Inf_R,0.0613,0.0612
Frontal_Mid_Orb_L,Occipital_Sup_L,0.0612,0.0612
Frontal_Mid_Orb_R,Precuneus_R,0.0612,0.0611
Frontal_Mid_Orb_R,Paracentral_Lobule_R,0.0608,0.0607
Olfactory_R,Precuneus_L,0.0608,0.0607
Frontal_Med_Orb_R,Precuneus_R,0.0608,0.0607
Heschl_L,Cerebelum_6_R,0.0608,0.0607
Frontal_Inf_Orb_R,Amygdala_R,0.0607,0.0606
Occipital_Inf_L,Cerebelum_Crus1_L,0.0607,0.0606
Lingual_R,Temporal_Pole_Mid_R,0.0606,0.0606
Cingulum_Post_R,Vermis_1_2,0.0606,0.0605
Cerebelum_Crus1_L,Vermis_7,0.0606,0.0605
Amygdala_R,Temporal_Inf_L,0.0606,0.0605
Amygdala_R,Occipital_Mid_R,0.0604,0.0603
Olfactory_R,Angular_R,0.0604,0.0604
Occipital_Sup_L,Vermis_1_2,0.0603,0.0602
Precentral_R,Rectus_R,0.0602,0.0601
Frontal_Inf_Oper_R,Occipital_Inf_R,0.0602,0.0601
Rectus_R,Angular_L,0.0601,0.06
Precuneus_L,Temporal_Pole_Sup_R,0.0599,0.0598
Occipital_Inf_L,Thalamus_R,0.0599,0.0599
Supp_Motor_Area_L,Occipital_Inf_L,0.0598,0.0598
Occipital_Inf_R,Putamen_R,0.0598,0.0597
Supp_Motor_Area_L,Rectus_R,0.0597,0.0596
Amygdala_R,Heschl_R,0.0596,0.0595
Temporal_Sup_R,Vermis_1_2,0.0595,0.0594
Frontal_Inf_Tri_R,Cerebelum_6_L,0.0595,0.0594
Frontal_Mid_Orb_L,Precuneus_R,0.0592,0.0592
Insula_L,Vermis_6,0.0592,0.0591
Frontal_Mid_Orb_L,Paracentral_Lobule_R,0.0592,0.0591
Thalamus_R,Vermis_1_2,0.0592,0.0591
Calcarine_L,Vermis_6,0.0591,0.059
Thalamus_L,Vermis_1_2,0.0591,0.059
Frontal_Inf_Orb_L,Temporal_Inf_R,0.0591,0.059
Temporal_Inf_L,Temporal_Inf_R,0.059,0.0589
Occipital_Sup_L,Cerebelum_6_R,0.059,0.0589
Frontal_Inf_Tri_R,Temporal_Inf_L,0.0589,0.0588
Caudate_L,Temporal_Inf_R,0.0588,0.0587
Frontal_Sup_L,Vermis_6,0.0587,0.0587
Occipital_Inf_L,Paracentral_Lobule_L,0.0586,0.0585
Cingulum_Post_L,Cerebelum_6_L,0.0585,0.0585
Occipital_Inf_R,Cerebelum_6_L,0.0585,0.0584
Cingulum_Post_L,Cerebelum_6_R,0.0584,0.0584
Cingulum_Mid_L,Temporal_Inf_R,0.0584,0.0583
Frontal_Med_Orb_L,Temporal_Pole_Mid_R,0.0584,0.0583
Pallidum_R,Cerebelum_6_L,0.0583,0.0582
Angular_L,Vermis_1_2,0.0583,0.0582
Temporal_Mid_R,Vermis_6,0.0583,0.0582
Frontal_Sup_Orb_R,Parietal_Sup_L,0.0582,0.0582
Amygdala_L,Temporal_Pole_Mid_L,0.0581,0.058
Occipital_Inf_L,Parietal_Inf_R,0.0578,0.0577
Frontal_Sup_Orb_R,Cerebelum_6_L,0.0577,0.0576
ParaHippocampal_R,Occipital_Inf_R,0.0576,0.0575
Frontal_Sup_Orb_L,Temporal_Pole_Mid_R,0.0575,0.0574
Paracentral_Lobule_L,Cerebelum_6_L,0.0575,0.0574
Amygdala_L,Occipital_Inf_L,0.0575,0.0574
Temporal_Sup_L,Temporal_Pole_Mid_L,0.0575,0.0575
Cuneus_L,Occipital_Inf_R,0.0575,0.0574
Amygdala_R,Occipital_Inf_L,0.0574,0.0573
Frontal_Mid_L,Rectus_R,0.0574,0.0573
Cuneus_R,Occipital_Inf_R,0.0573,0.0572
Precentral_L,Occipital_Inf_L,0.0573,0.0572
Precentral_L,Rectus_R,0.0573,0.0573
Frontal_Inf_Orb_L,Occipital_Inf_L,0.0571,0.057
Occipital_Inf_R,Pallidum_L,0.057,0.057
SupraMarginal_R,Cerebelum_6_L,0.0569,0.0568
Olfactory_L,Parietal_Inf_L,0.0568,0.0567
Cuneus_R,Vermis_1_2,0.0566,0.0565
Olfactory_R,Temporal_Inf_R,0.0563,0.0562
Frontal_Mid_Orb_R,Temporal_Inf_R,0.0563,0.0563
Temporal_Inf_R,Vermis_1_2,0.0559,0.0558
Olfactory_R,Occipital_Inf_L,0.0558,0.0557
Olfactory_R,Calcarine_L,0.0558,0.0557
Frontal_Inf_Orb_R,Vermis_6,0.0558,0.0557
Thalamus_L,Cerebelum_6_R,0.0556,0.0556
Cingulum_Post_R,Cerebelum_6_R,0.0555,0.0555
Hippocampus_L,Vermis_1_2,0.0555,0.0555
Rectus_R,Cingulum_Mid_L,0.0554,0.0554
Heschl_R,Cerebelum_6_R,0.0554,0.0553
Olfactory_L,Cingulum_Post_L,0.0553,0.0552
Cerebelum_Crus1_R,Cerebelum_6_R,0.0553,0.0552
Rectus_R,Occipital_Sup_L,0.0553,0.0552
Frontal_Mid_Orb_L,Angular_R,0.0552,0.0552
Precentral_R,Olfactory_R,0.0552,0.0551
Frontal_Sup_Orb_R,Occipital_Inf_R,0.055,0.0549
Frontal_Mid_R,Rectus_R,0.055,0.055
Frontal_Inf_Oper_L,Temporal_Inf_R,0.0548,0.0548
Olfactory_R,Temporal_Inf_L,0.0548,0.0547
Frontal_Sup_L,Rectus_R,0.0548,0.0548
Angular_L,Temporal_Inf_R,0.0548,0.0547
